clean_text,category
its absolutely absurd that people still pay heed nazi assholes this platform masquerading innocent rabbits who not modi then who theyre not already actively campaigning for the hindutva fascists asking such obviously redundant and oxymoronic questions,-1
make promise says modi via namo app,0
modi called himself the chowkidaar india,0
why does every modi supporting celebrity fall into the trap explaining himself liberals dont you realise they dont care for your reasons they only want humiliate and isolate you ,1
modi phenomenal source unifying force ,1
due khouf modi pakistan shifting all terrorists the safe places the other hand congress leaders are joining bjp such after getting tickets raj babbar rashid alwi are not ready contest election from their declared seats khouf mujhe pasand hai,1
this election witness the thrill and zeal among the indians the oldest city the world varanasi with indian prime minister shri narendra modi electiontourism2019 ,0
its election time and this one thing has made pick side endorse the stupidest thing have heard plan for this country and this also enough for for ,0
rahul gandhis minimum income guarantee scheme has given congress headstart setting indias economic agenda ,1
hats off union minister gadkari the new metro pride nagpur completed record time the power comes from solar one the stations floors hear rahul kanwal one the critics modi govt bjp not tiring showering ,1
can you tell the names people whom narendra modi have provided 350000 crores,0
how modi and jaitley rewrote the demonetisation ‘story’ the quint via ,0
via brweaking new,1
"congress says where the money
rahul says money there
just multiplies 1600
they want one bharat minus modi
people wait for yrs for garibi hatao
now delivery better
more efficiency more savings
congress yrs not sufficient
can people breathe",1
presumably this landlord has maybe not 100 you dont like paying rent blame capitalism,0
sir belong the kairana lokshabha not happy with the decision pradeep choudhary acha neta nahi pakka haar jayega plz give the ticket marganga she deserve rajput hme logo pta kon acha modi vote krte par iss bar chunav kuch ,-1
arnab goswami the biggest dalaal modi,0
